time/fps,time/time_elapsed,time/total timesteps,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,train/critic_loss,train/learning_rate,train/actor_loss,train/n_updates
52,49800,2607594,-176.96754527000004,23520,117.28,23.82950807418626,0.0001,40.409737990074554,2603468
52,49835,2608756,-169.82380853000006,23530,115.97,23.569100856781006,0.0001,40.317353362337165,2604731
52,49863,2609721,-158.79535254,23540,112.59,23.421455072802168,0.0001,40.36591705322266,2605711
52,49892,2610735,-162.68166660999998,23550,111.82,23.521826533528117,0.0001,40.36223973856344,2606748
52,49919,2611939,-171.96790048000003,23560,111.86,23.327579882879025,0.0001,40.314035602237865,2607666
52,49957,2612954,-164.72907578000002,23570,109.58,23.643536379020713,0.0001,40.435744223387346,2609071
52,49987,2614251,-156.78145922,23580,109.2,23.42854995934111,0.0001,40.291873298397135,2610106
52,50026,2615406,-166.05224932999997,23590,109.01,23.665029864750277,0.0001,40.36347183814416,2611528
52,50052,2616598,-164.69052879,23600,109.62,23.51588470890837,0.0001,40.40036606698666,2612413
52,50098,2617999,-169.61285124999998,23610,113.96,23.68017629631461,0.0001,40.34086961384061,2613973
52,50126,2619164,-172.38009626,23620,115.7,23.46001952998108,0.0001,40.31127535502116,2614965
52,50162,2620219,-173.19998741000003,23630,114.63,23.406568342096666,0.0001,40.39089389127844,2616295
52,50190,2621309,-182.57016636,23640,115.88,23.17447499784163,0.0001,40.3774272543161,2617238
52,50226,2622359,-179.25766875999997,23650,116.24,23.59462025397647,0.0001,40.35054407018655,2618546
52,50252,2623517,-173.52560059000004,23660,115.78,23.481026632192698,0.0001,40.40573856705114,2619438
52,50287,2624679,-179.95947368,23670,117.25,23.48234457220913,0.0001,40.32203931439648,2620679
52,50317,2625904,-177.68023175,23680,116.53,23.53438148995025,0.0001,40.41497961267248,2621688
52,50356,2627123,-174.27694778000006,23690,117.17,23.616119239720103,0.0001,40.39182023313109,2623131
52,50381,2628127,-175.7225119,23700,115.29,23.274177187052203,0.0001,40.31405892683633,2623966
52,50418,2629277,-171.13182394999995,23710,112.78,23.85034309135185,0.0001,40.44722177896155,2625225
52,50440,2630178,-164.50234387999998,23720,110.14,23.15569882665962,0.0001,40.33371891891747,2626016
52,50474,2631141,-162.69498124,23730,109.22,23.6948852588348,0.0001,40.379583083477215,2627256
52,50498,2632328,-157.96535664,23740,110.19,23.71969128203118,0.0001,40.38321113586426,2628017
52,50539,2633397,-157.58477763000002,23750,110.38,23.695447463989257,0.0001,40.3906782747225,2629563
52,50558,2634436,-149.63859855,23760,109.19,23.55467790172946,0.0001,40.466350678474676,2630118
52,50593,2635385,-144.24797228,23770,107.06,23.627053454913924,0.0001,40.27139840967515,2631454
52,50623,2636682,-150.64803928,23780,107.78,23.713988478754608,0.0001,40.2525925080939,2632488
52,50658,2637688,-143.89564434000002,23790,105.65,24.006610730038677,0.0001,40.35429822160898,2633775
52,50682,2638560,-154.88392775,23800,104.33,23.581459514356393,0.0001,40.385044781666885,2634626
52,50715,2639756,-165.34176818,23810,104.79,23.937514707172962,0.0001,40.37966889482203,2635788
52,50742,2640783,-168.30893405999998,23820,106.05,23.599229154247922,0.0001,40.36976584807265,2636617
52,50778,2641870,-170.06873889999994,23830,107.29,23.967692513347934,0.0001,40.40760485106559,2637939
52,50804,2643098,-168.35533546,23840,107.7,23.80948765922995,0.0001,40.432559535188496,2638829
52,50848,2644437,-176.45915849000002,23850,110.4,23.882035724027656,0.0001,40.30108302654606,2640411
52,50872,2645436,-175.02868359000004,23860,110.0,23.887194254963667,0.0001,40.446531413756695,2641230
51,50915,2646803,-183.42666664999996,23870,114.18,23.89630075454712,0.0001,40.39112821578979,2642823
51,50943,2647859,-173.96734681,23880,111.77,23.718543513747285,0.0001,40.39570934516339,2643779
51,50983,2649167,-181.49655993000005,23890,114.79,23.64506760972445,0.0001,40.39138131063493,2645230
51,51014,2650331,-168.44159136000002,23900,117.71,23.596294101129132,0.0001,40.395344079475045,2646348
51,51045,2651394,-162.43151751000002,23910,116.38,23.68942373239962,0.0001,40.2893368915845,2647461
