time/total timesteps,time/fps,time/episodes,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss
250000,107,5000,50.0,2329,-73.70949843,0.0001,1.4581823241710663,245800,25.048947677612304
250500,107,5010,50.0,2335,-71.70339567,0.0001,1.4495079869031906,246400,25.088763389587402
251000,107,5020,50.0,2338,-70.87952465,0.0001,1.4743429005146027,246800,25.077142353057862
251500,107,5030,50.0,2344,-71.22482294000001,0.0001,1.4775076866149903,247400,25.10122589111328
252000,107,5040,50.0,2347,-70.97856886000001,0.0001,1.48741279900074,247800,25.122557106018068
252500,107,5050,50.0,2353,-70.70721359,0.0001,1.477898296713829,248400,24.987876605987548
253000,107,5060,50.0,2357,-66.62766287000001,0.0001,1.500400310754776,248800,25.113571186065673
253500,107,5070,50.0,2363,-66.70946198,0.0001,1.5152606427669526,249400,25.090388011932372
254000,107,5080,50.0,2366,-69.96251652,0.0001,1.5364680194854736,249800,25.182870807647706
254500,107,5090,50.0,2372,-72.72190937,0.0001,1.5351552885770798,250400,25.080188388824464
255000,107,5100,50.0,2376,-72.31480625,0.0001,1.5410259085893632,250800,25.08079677581787
255500,107,5110,50.0,2381,-76.79980214000003,0.0001,1.567683340907097,251400,25.225030651092528
256000,107,5120,50.0,2385,-76.95056562,0.0001,1.5890242731571198,251800,25.113531360626222
256500,107,5130,50.0,2390,-77.4703644,0.0001,1.6076911503076554,252400,25.1859769821167
257000,107,5140,50.0,2394,-78.89378594,0.0001,1.6074998623132706,252800,25.205673179626466
257500,107,5150,50.0,2400,-81.85720033,0.0001,1.6080780923366547,253400,25.221408767700197
258000,107,5160,50.0,2404,-82.27262457,0.0001,1.6327000737190247,253800,25.216436672210694
258500,107,5170,50.0,2409,-81.10408143,0.0001,1.660383701324463,254400,25.186937427520753
259000,107,5180,50.0,2413,-78.22768017,0.0001,1.697859393954277,254800,25.121603107452394
259500,107,5190,50.0,2418,-76.9197326,0.0001,1.6656782937049865,255400,25.186726207733155
260000,107,5200,50.0,2422,-75.71028494000001,0.0001,1.6749494612216949,255800,25.256285190582275
260500,107,5210,50.0,2428,-71.87332398000001,0.0001,1.6665900146961212,256400,25.24969512939453
261000,107,5220,50.0,2432,-71.18729246,0.0001,1.6825825327634811,256800,25.177940521240235
261500,107,5230,50.0,2438,-70.38585231999998,0.0001,1.724099156856537,257400,25.212059288024903
262000,107,5240,50.0,2442,-74.16700649999999,0.0001,1.7086131179332733,257800,25.200796184539794
262500,107,5250,50.0,2447,-73.95458645,0.0001,1.7477854812145233,258400,25.192884063720705
263000,107,5260,50.0,2451,-76.20963486000001,0.0001,1.7449744749069214,258800,25.314751682281493
263500,107,5270,50.0,2456,-76.8405074,0.0001,1.777167159318924,259400,25.234007415771483
264000,107,5280,50.0,2461,-81.36983753999999,0.0001,1.7905124509334565,259800,25.196089992523195
264500,107,5290,50.0,2466,-78.97997461000001,0.0001,1.770609612464905,260400,25.284620189666747
265000,107,5300,50.0,2470,-81.60799675999999,0.0001,1.8285704910755158,260800,25.226633224487305
265500,107,5310,50.0,2476,-81.18484482,0.0001,1.8115771156549454,261400,25.30725965499878
266000,107,5320,50.0,2480,-86.21410297,0.0001,1.8311742067337036,261800,25.295183696746825
266500,107,5330,50.0,2486,-90.64407393000002,0.0001,1.8626980429887772,262400,25.399642124176026
267000,107,5340,50.0,2490,-86.57487575,0.0001,1.8625020587444305,262800,25.41526840209961
267500,107,5350,50.0,2495,-85.47541113999998,0.0001,1.8794585955142975,263400,25.34236120223999
268000,107,5360,50.0,2499,-80.60775374000002,0.0001,1.8696846097707749,263800,25.27032049179077
268500,107,5370,50.0,2505,-81.97285957,0.0001,1.8973210090398789,264400,25.387896041870118
269000,107,5380,50.0,2509,-78.04541659,0.0001,1.885922823548317,264800,25.317080173492432
269500,107,5390,50.0,2514,-80.06300868,0.0001,1.955131168961525,265400,25.35700262069702
270000,107,5400,50.0,2519,-77.15250295999999,0.0001,1.9494063436985016,265800,25.20753723144531
270500,107,5410,50.0,2524,-78.30772449999999,0.0001,1.968871836066246,266400,25.420476150512695
271000,107,5420,50.0,2528,-74.40224386000001,0.0001,1.9612474131584168,266800,25.363241882324218
271500,107,5430,50.0,2534,-70.88466694,0.0001,1.9770120400190354,267400,25.379313144683838
272000,107,5440,50.0,2538,-73.73268778,0.0001,2.0082216852903367,267800,25.370269050598143
272500,107,5450,50.0,2544,-71.96118891,0.0001,1.9972298437356948,268400,25.338754730224608
273000,107,5460,50.0,2548,-75.89156505999999,0.0001,2.0295039308071137,268800,25.35370750427246
273500,107,5470,50.0,2553,-73.85389382000001,0.0001,2.047270830273628,269400,25.41899787902832
274000,107,5480,50.0,2557,-74.74767920000001,0.0001,2.0379505610466,269800,25.365681381225585
274500,107,5490,50.0,2562,-75.10081549,0.0001,2.0786482101678847,270400,25.380376663208008
275000,107,5500,50.0,2566,-75.32920329999999,0.0001,2.081793492436409,270800,25.421735610961914
275500,107,5510,50.0,2572,-75.99311961000001,0.0001,2.0937376409769057,271400,25.433563022613527
276000,107,5520,50.0,2576,-77.72754992,0.0001,2.117992359995842,271800,25.525113468170165
276500,107,5530,50.0,2583,-79.66809518999999,0.0001,2.112957875132561,272400,25.47635257720947
277000,107,5540,50.0,2588,-75.30881719,0.0001,2.1182402676343917,272800,25.443877353668213
277500,106,5550,50.0,2593,-82.35068102999999,0.0001,2.15217171728611,273400,25.47096181869507
278000,107,5560,50.0,2597,-78.42841383,0.0001,2.1501187098026278,273800,25.45320266723633
278500,107,5570,50.0,2602,-78.55683785000001,0.0001,2.1739335560798647,274400,25.457409381866455
279000,107,5580,50.0,2606,-80.62795648000001,0.0001,2.2260738229751587,274800,25.493410873413087
279500,106,5590,50.0,2613,-76.46730980000001,0.0001,2.2190982311964036,275400,25.509084625244142
280000,107,5600,50.0,2616,-76.70634651,0.0001,2.2154473197460174,275800,25.437595958709718
280500,106,5610,50.0,2621,-75.23529230000001,0.0001,2.242691068649292,276400,25.519179229736327
281000,107,5620,50.0,2625,-73.32991708,0.0001,2.2359328776597978,276800,25.37435026168823
281500,106,5630,50.0,2631,-70.86388173000002,0.0001,2.2706264978647233,277400,25.42887149810791
282000,107,5640,50.0,2635,-72.81436494,0.0001,2.2875897908210754,277800,25.468470935821532
282500,106,5650,50.0,2641,-71.30121362999999,0.0001,2.2699723446369173,278400,25.447408657073975
283000,106,5660,50.0,2646,-71.3981231,0.0001,2.3009382712841036,278800,25.613130321502684
283500,106,5670,50.0,2653,-72.63641523,0.0001,2.2890507346391678,279400,25.45189121246338
284000,106,5680,50.0,2656,-70.78215981,0.0001,2.3092377984523775,279800,25.61538497924805
284500,106,5690,50.0,2662,-73.64523359000002,0.0001,2.331466392874718,280400,25.51279005050659
285000,106,5700,50.0,2668,-74.49254094000001,0.0001,2.3428308647871017,280800,25.54103000640869
285500,106,5710,50.0,2674,-74.35573959999999,0.0001,2.492323776483536,281400,25.43569169998169
286000,106,5720,50.0,2678,-74.64477705,0.0001,2.3664896154403685,281800,25.591826190948485
286500,106,5730,50.0,2683,-79.53223623999999,0.0001,2.410850944519043,282400,25.584906578063965
287000,106,5740,50.0,2687,-78.69314504,0.0001,2.394184627532959,282800,25.591991424560547
287500,106,5750,50.0,2693,-76.23114398000001,0.0001,2.4105962574481965,283400,25.53586811065674
288000,106,5760,50.0,2696,-76.83973539000002,0.0001,2.4346028244495392,283800,25.635399837493896
288500,106,5770,50.0,2702,-75.61341202,0.0001,2.4369831120967866,284400,25.630680713653565
289000,106,5780,50.0,2706,-76.21362868,0.0001,2.4815494120121,284800,25.65861478805542
289500,106,5790,50.0,2711,-75.35153274999999,0.0001,2.4493530595302584,285400,25.598115253448487
290000,106,5800,50.0,2716,-74.2560487,0.0001,2.520849635601044,285800,25.59564302444458
290500,106,5810,50.0,2721,-75.82321995,0.0001,2.492117471694946,286400,25.58273048400879
291000,106,5820,50.0,2725,-77.74043978,0.0001,2.5338411962985994,286800,25.514489097595217
291500,106,5830,50.0,2730,-75.81106505000001,0.0001,2.5242567372322084,287400,25.60161184310913
292000,106,5840,50.0,2734,-76.32878763999999,0.0001,2.5249417757987977,287800,25.561679134368898
292500,106,5850,50.0,2740,-74.2827692,0.0001,2.5525378811359407,288400,25.63060701370239
293000,106,5860,50.0,2744,-75.00922351999999,0.0001,2.5600596117973327,288800,25.612044048309325
293500,106,5870,50.0,2749,-76.83602033999999,0.0001,2.6333957111835478,289400,25.709612789154054
294000,106,5880,50.0,2754,-83.73718486,0.0001,2.5993700110912323,289800,25.692470741271972
294500,106,5890,50.0,2760,-84.29716085,0.0001,2.6053454649448393,290400,25.69704584121704
295000,106,5900,50.0,2764,-83.80491244999997,0.0001,2.637158534526825,290800,25.612653007507323
295500,106,5910,50.0,2769,-85.44867037000002,0.0001,2.6328847217559814,291400,25.60501766204834
296000,106,5920,50.0,2773,-82.84725400999997,0.0001,2.6588720333576203,291800,25.639354858398438
296500,106,5930,50.0,2779,-87.90525475999999,0.0001,2.6505533552169798,292400,25.67061996459961
297000,106,5940,50.0,2783,-94.42638725,0.0001,2.7274829638004303,292800,25.63979803085327
297500,106,5950,50.0,2788,-94.23146901000001,0.0001,2.723599451780319,293400,25.870473442077635
298000,106,5960,50.0,2792,-96.03216087999999,0.0001,2.755401334762573,293800,25.765169887542726
298500,106,5970,50.0,2797,-94.40526797999999,0.0001,2.7545956885814666,294400,25.63304273605347
299000,106,5980,50.0,2801,-86.05631486,0.0001,2.7886677491664886,294800,25.80066837310791
299500,106,5990,50.0,2806,-84.80108635999999,0.0001,2.793902276754379,295400,25.766304321289063
300000,106,6000,50.0,2810,-86.27278134999999,0.0001,2.7837490236759184,295800,25.761376876831054
300500,106,6010,50.0,2816,-84.02294469,0.0001,2.7918048429489137,296400,25.733009777069093
301000,106,6020,50.0,2820,-83.44955024000001,0.0001,2.8293663311004638,296800,25.75120231628418
301500,106,6030,50.0,2826,-74.23866328,0.0001,2.8303060269355775,297400,25.70921356201172
302000,106,6040,50.0,2831,-69.88138418999999,0.0001,2.863214547634125,297800,25.681348075866698
302500,106,6050,50.0,2837,-72.06704697,0.0001,2.8684533298015595,298400,25.781515254974366
303000,106,6060,50.0,2840,-69.83638392,0.0001,2.8900006973743437,298800,25.836856517791748
303500,106,6070,50.0,2846,-73.98773372,0.0001,2.9090316605567934,299400,25.69173984527588
304000,106,6080,50.0,2850,-76.88746491,0.0001,2.9173984396457673,299800,25.844706497192384
304500,106,6090,50.0,2855,-75.50109407000001,0.0001,2.921835321187973,300400,25.661493701934816
305000,106,6100,50.0,2859,-75.85811390999999,0.0001,2.955303055047989,300800,25.81975248336792
305500,106,6110,50.0,2865,-75.45697771,0.0001,2.977827652692795,301400,25.77505464553833
306000,106,6120,50.0,2869,-73.7378475,0.0001,2.9688365304470063,301800,25.788273792266846
306500,106,6130,50.0,2874,-77.53312387,0.0001,2.987238944768906,302400,25.74560077667236
307000,106,6140,50.0,2878,-75.07171841,0.0001,3.0068773007392884,302800,25.764727535247804
307500,106,6150,50.0,2883,-83.09897465,0.0001,3.074998105764389,303400,25.8231911277771
308000,106,6160,50.0,2887,-89.80357453999999,0.0001,3.0609974706172944,303800,25.753601760864257
308500,106,6170,50.0,2893,-89.65370982,0.0001,3.116603828668594,304400,25.827602005004884
309000,106,6180,50.0,2897,-86.12310500000001,0.0001,3.112369134426117,304800,25.900268058776856
309500,106,6190,50.0,2902,-86.14390685000001,0.0001,3.1060813987255096,305400,25.856358947753908
310000,106,6200,50.0,2907,-86.47429421999999,0.0001,3.1430714309215544,305800,25.867207374572754
310500,106,6210,50.0,2912,-85.18713290000001,0.0001,3.1719739127159117,306400,25.86527841567993
311000,106,6220,50.0,2916,-89.37648546999999,0.0001,3.1648526549339295,306800,25.821926555633546
311500,106,6230,50.0,2922,-98.60105178999999,0.0001,3.203947216272354,307400,25.911559715270997
312000,106,6240,50.0,2926,-100.82832132,0.0001,3.226344630718231,307800,25.922283897399904
312500,106,6250,50.0,2932,-90.33831554,0.0001,3.225759493112564,308400,25.9262123298645
313000,106,6260,50.0,2936,-87.79618110000001,0.0001,3.257281986474991,308800,25.930135040283204
313500,106,6270,50.0,2941,-86.99875467,0.0001,3.2910826551914214,309400,25.960075702667236
314000,106,6280,50.0,2945,-90.48606471000001,0.0001,3.27433543920517,309800,25.96987377166748
314500,106,6290,50.0,2951,-91.55197049000002,0.0001,3.3150975275039674,310400,25.97948064804077
315000,106,6300,50.0,2955,-91.84150479000002,0.0001,3.3389984369277954,310800,26.05715082168579
315500,106,6310,50.0,2961,-93.42635148000001,0.0001,3.338574072122574,311400,25.9315470123291
316000,106,6320,50.0,2965,-91.54166849999997,0.0001,3.3408290469646453,311800,26.028540744781495
316500,106,6330,50.0,2971,-80.25327010999999,0.0001,3.357070678472519,312400,26.021113109588622
317000,106,6340,50.0,2974,-76.71118452,0.0001,3.402871769666672,312800,26.03100969314575
317500,106,6350,50.0,2980,-77.18068553999998,0.0001,3.4299586629867553,313400,25.985794982910157
318000,106,6360,50.0,2984,-74.61479620000001,0.0001,3.4335771346092225,313800,26.007641220092772
318500,106,6370,50.0,2990,-74.40212254000001,0.0001,3.4568796968460083,314400,25.932734088897703
319000,106,6380,50.0,2994,-75.93661639,0.0001,3.528310251235962,314800,26.104060974121094
319500,106,6390,50.0,2999,-74.86978616,0.0001,3.500805494785309,315400,26.054364166259766
320000,106,6400,50.0,3003,-77.78655128,0.0001,3.4809202194213866,315800,26.10419855117798
320500,106,6410,50.0,3009,-78.95794391999999,0.0001,3.5251438653469087,316400,26.052519721984865
321000,106,6420,50.0,3012,-78.35063093999999,0.0001,3.529991725683212,316800,26.014217624664308
321500,106,6430,50.0,3018,-77.16521076999999,0.0001,3.5532117438316346,317400,26.07516324996948
322000,106,6440,50.0,3022,-77.63471331,0.0001,3.5418023192882537,317800,26.082877349853515
322500,106,6450,50.0,3027,-77.70274896999997,0.0001,3.568851797580719,318400,25.944638328552244
323000,106,6460,50.0,3031,-76.22109787999999,0.0001,3.5989183616638183,318800,26.00629722595215
323500,106,6470,50.0,3036,-74.10122843,0.0001,3.607615582942963,319400,26.02054058074951
324000,106,6480,50.0,3040,-73.59566722999998,0.0001,3.63327144742012,319800,26.011868801116943
324500,106,6490,50.0,3046,-74.22196211,0.0001,3.674423315525055,320400,26.024526634216308
325000,106,6500,50.0,3050,-69.49532586000001,0.0001,3.66745116353035,320800,25.947896976470947
325500,106,6510,50.0,3056,-68.28270442,0.0001,3.6914952039718627,321400,26.030074138641357
326000,106,6520,50.0,3060,-70.23496690000002,0.0001,3.7082404887676237,321800,26.005153636932373
326500,106,6530,50.0,3065,-71.51002435000001,0.0001,3.738111810684204,322400,26.037668838500977
327000,106,6540,50.0,3070,-75.57441849000001,0.0001,3.755340483188629,322800,25.96741678237915
327500,106,6550,50.0,3076,-74.81122845999998,0.0001,3.7940878975391388,323400,26.080151500701906
328000,106,6560,50.0,3080,-76.65471392999999,0.0001,3.7927638399600982,323800,26.06692134857178
328500,106,6570,50.0,3085,-76.06552296999999,0.0001,3.862154554128647,324400,26.047100410461425
329000,106,6580,50.0,3089,-72.24000352999998,0.0001,3.799341138601303,324800,26.04784013748169
329500,106,6590,50.0,3094,-74.92182697,0.0001,3.876257144212723,325400,26.053408298492432
330000,106,6600,50.0,3098,-81.23931834999999,0.0001,3.889063742160797,325800,26.109866390228273
330500,106,6610,50.0,3103,-81.51641922,0.0001,3.8855760419368743,326400,26.0439799118042
331000,106,6620,50.0,3107,-78.67731715,0.0001,3.956243222951889,326800,26.06577880859375
331500,106,6630,50.0,3113,-79.28170894,0.0001,3.949650846719742,327400,26.082235126495362
332000,106,6640,50.0,3117,-76.00178608,0.0001,3.9262612664699557,327800,26.015973300933837
332500,106,6650,50.0,3123,-80.22515044,0.0001,3.9648620247840882,328400,26.124734954833983
333000,106,6660,50.0,3126,-78.76869429999999,0.0001,4.000363485813141,328800,26.14438591003418
333500,106,6670,50.0,3132,-79.31410624,0.0001,4.0360852193832395,329400,26.14992853164673
334000,106,6680,50.0,3136,-82.22735494,0.0001,4.035861645936966,329800,26.12899284362793
334500,106,6690,50.0,3141,-81.27368414,0.0001,4.057664128541947,330400,26.17930923461914
335000,106,6700,50.0,3145,-75.32352154,0.0001,4.065723056793213,330800,26.08316005706787
335500,106,6710,50.0,3152,-76.26743358,0.0001,4.058646514415741,331400,26.008569164276125
336000,106,6720,50.0,3156,-78.55800343000001,0.0001,4.13293329000473,331800,26.09010503768921
336500,106,6730,50.0,3161,-78.26350300999998,0.0001,4.132722623348236,332400,25.994692249298097
337000,106,6740,50.0,3165,-84.40211261,0.0001,4.165585603713989,332800,26.10197816848755
337500,106,6750,50.0,3170,-82.35104815999999,0.0001,4.169333363771439,333400,26.120208549499512
338000,106,6760,50.0,3174,-82.81501358999999,0.0001,4.229090051651001,333800,26.10955591201782
338500,106,6770,50.0,3180,-86.24528892999999,0.0001,4.231992828845978,334400,26.15226224899292
339000,106,6780,50.0,3183,-84.73019264,0.0001,4.235615953207016,334800,26.16790714263916
339500,106,6790,50.0,3189,-86.75106512999999,0.0001,4.273840202093124,335400,26.02606252670288
340000,106,6800,50.0,3193,-87.51217333000001,0.0001,4.289531400203705,335800,26.24011043548584
340500,106,6810,50.0,3198,-85.72162761999999,0.0001,4.272108684778214,336400,26.132483406066896
341000,106,6820,50.0,3202,-86.18833196000001,0.0001,4.3425523006916045,336800,26.1711989402771
341500,106,6830,50.0,3207,-87.22905718,0.0001,4.391524699926376,337400,26.206064853668213
342000,106,6840,50.0,3211,-81.13474049,0.0001,4.389379551410675,337800,26.208902130126955
342500,106,6850,50.0,3217,-82.33187774999999,0.0001,4.41070986866951,338400,26.273082122802734
343000,106,6860,50.0,3222,-81.57118478999999,0.0001,4.404155662059784,338800,26.22727201461792
343500,106,6870,50.0,3228,-79.30533892,0.0001,4.43146844625473,339400,26.209294719696047
344000,106,6880,50.0,3231,-77.18851785,0.0001,4.461417125463486,339800,26.29288339614868
344500,106,6890,50.0,3237,-72.7637158,0.0001,4.53279064655304,340400,26.219793701171874
345000,106,6900,50.0,3241,-71.60594527,0.0001,4.479811073541641,340800,26.14539363861084
345500,106,6910,50.0,3247,-76.95516749000001,0.0001,4.490552309751511,341400,26.178090782165526
346000,106,6920,50.0,3251,-77.28647201999999,0.0001,4.53155577301979,341800,26.31283016204834
346500,106,6930,50.0,3258,-74.59661566000001,0.0001,4.530064939260483,342400,26.269038429260252
347000,106,6940,50.0,3262,-74.54884677,0.0001,4.540909346342087,342800,26.148642864227295
347500,106,6950,50.0,3269,-72.0602579,0.0001,4.5982584118843075,343400,26.12894857406616
348000,106,6960,50.0,3273,-72.74511327999998,0.0001,4.581871596574783,343800,26.24969772338867
348500,106,6970,50.0,3278,-72.00847937,0.0001,4.64052309513092,344400,26.256672267913817
349000,106,6980,50.0,3282,-74.94978712,0.0001,4.634447736740112,344800,26.223032703399657
349500,106,6990,50.0,3288,-76.28283307000001,0.0001,4.6845469522476195,345400,26.207953605651856
350000,106,7000,50.0,3292,-78.61452214,0.0001,4.710370953083038,345800,26.20207025527954
350500,106,7010,50.0,3297,-73.72409575,0.0001,4.661366047859192,346400,26.13682550430298
351000,106,7020,50.0,3302,-69.67332419999998,0.0001,4.765192816257477,346800,26.19959873199463
351500,106,7030,50.0,3307,-71.35324604,0.0001,4.737075268030167,347400,26.20011438369751
352000,106,7040,50.0,3311,-71.76866944,0.0001,4.758282099962234,347800,26.257610187530517
352500,106,7050,50.0,3316,-74.46174982,0.0001,4.772964196205139,348400,26.225026149749755
353000,106,7060,50.0,3320,-73.38602192,0.0001,4.806359909772873,348800,26.19485601425171
353500,106,7070,50.0,3327,-75.63686397,0.0001,4.825906096696854,349400,26.204786624908447
354000,106,7080,50.0,3330,-75.71047936,0.0001,4.8206260919570925,349800,26.22137357711792
354500,106,7090,50.0,3336,-78.96087933000001,0.0001,4.8439936554431915,350400,26.21942361831665
355000,106,7100,50.0,3340,-76.55245070999999,0.0001,4.902486262321472,350800,26.20823926925659
355500,106,7110,50.0,3346,-75.76480157,0.0001,4.870262017250061,351400,26.25597423553467
356000,106,7120,50.0,3350,-76.64711697,0.0001,4.918476769924164,351800,26.332164363861082
356500,106,7130,50.0,3356,-76.88073387,0.0001,4.950598044395447,352400,26.254637928009032
357000,106,7140,50.0,3360,-76.42144167,0.0001,4.91217964887619,352800,26.281672401428224
357500,106,7150,50.0,3365,-74.90693224,0.0001,4.969611430168152,353400,26.253825511932373
358000,106,7160,50.0,3369,-77.49424475999999,0.0001,4.977559111118317,353800,26.23222761154175
358500,106,7170,50.0,3375,-76.63074553,0.0001,4.978384790420532,354400,26.160509052276613
359000,106,7180,50.0,3379,-73.24563357999999,0.0001,4.9590546107292175,354800,26.1697758102417
359500,106,7190,50.0,3385,-70.41478617,0.0001,5.027532019615173,355400,26.18287712097168
360000,106,7200,50.0,3389,-69.30686741,0.0001,5.048504481315613,355800,26.158497276306154
360500,106,7210,50.0,3394,-68.80560347,0.0001,5.038369643688202,356400,26.258792552947998
361000,106,7220,50.0,3398,-69.35067559000001,0.0001,5.119300475120545,356800,26.257441329956055
361500,106,7230,50.0,3404,-68.70023335,0.0001,5.148045983314514,357400,26.213706340789795
362000,106,7240,50.0,3408,-70.11825774,0.0001,5.146326875686645,357800,26.283605098724365
362500,106,7250,50.0,3413,-71.82181289,0.0001,5.12954669713974,358400,26.320419273376466
363000,106,7260,50.0,3417,-71.17332479,0.0001,5.137680218219757,358800,26.125460414886476
363500,106,7270,50.0,3422,-69.53629448000001,0.0001,5.161419568061828,359400,26.327619857788086
364000,106,7280,50.0,3426,-69.8502869,0.0001,5.2433119177818295,359800,26.205894927978516
364500,106,7290,50.0,3432,-69.76588120999999,0.0001,5.214517650604248,360400,26.181508502960206
365000,106,7300,50.0,3436,-78.24511899,0.0001,5.262092270851135,360800,26.136688423156738
365500,106,7310,50.0,3442,-80.77119411999999,0.0001,5.342693369388581,361400,26.27152130126953
366000,106,7320,50.0,3445,-80.52173083,0.0001,5.380552616119385,361800,26.27058864593506
366500,106,7330,50.0,3451,-79.95165605,0.0001,5.387762327194213,362400,26.324028415679933
367000,106,7340,50.0,3455,-80.13319052000001,0.0001,5.371552278995514,362800,26.19265537261963
367500,106,7350,50.0,3461,-83.9261997,0.0001,5.38943375825882,363400,26.211358909606933
368000,106,7360,50.0,3466,-83.59886190000002,0.0001,5.398786437511444,363800,26.312054843902587
368500,106,7370,50.0,3471,-82.76459109000001,0.0001,5.434113731384278,364400,26.326286849975585
369000,106,7380,50.0,3475,-86.22361416000001,0.0001,5.47987144947052,364800,26.347685680389404
369500,106,7390,50.0,3481,-87.63472742000002,0.0001,5.459192705154419,365400,26.231859664916993
370000,106,7400,50.0,3484,-80.76203744,0.0001,5.513915059566497,365800,26.273403644561768
370500,106,7410,50.0,3490,-78.96669014,0.0001,5.5447772908210755,366400,26.159333763122557
371000,106,7420,50.0,3494,-82.60035223999999,0.0001,5.528811931610107,366800,26.29396041870117
371500,106,7430,50.0,3499,-82.08912108,0.0001,5.594548857212066,367400,26.294116191864013
372000,106,7440,50.0,3503,-84.18542963,0.0001,5.571330771446228,367800,26.31857545852661
372500,106,7450,50.0,3509,-76.66428045,0.0001,5.609083693027497,368400,26.357171993255616
373000,106,7460,50.0,3512,-74.44989366,0.0001,5.646586148738861,368800,26.31243137359619
373500,106,7470,50.0,3518,-74.94669317,0.0001,5.6433141326904295,369400,26.27409601211548
374000,106,7480,50.0,3522,-71.63796792,0.0001,5.741383974552154,369800,26.271991653442385
374500,106,7490,50.0,3528,-68.50013914000002,0.0001,5.6881764698028565,370400,26.3517440032959
375000,106,7500,50.0,3532,-68.65838457000001,0.0001,5.680347197055816,370800,26.31701629638672
375500,106,7510,50.0,3537,-70.10921318,0.0001,5.7257888007164,371400,26.39490665435791
376000,106,7520,50.0,3541,-65.51579291,0.0001,5.68697746515274,371800,26.339542045593262
376500,106,7530,50.0,3547,-65.94901043,0.0001,5.712578523159027,372400,26.24872245788574
377000,106,7540,50.0,3551,-62.352743000000004,0.0001,5.757262156009674,372800,26.274780311584472
377500,106,7550,50.0,3557,-61.994733350000004,0.0001,5.81251918554306,373400,26.163279724121093
378000,106,7560,50.0,3561,-62.92818057,0.0001,5.79774331331253,373800,26.353998603820802
378500,106,7570,50.0,3567,-63.601063839999995,0.0001,5.813190758228302,374400,26.27403266906738
379000,106,7580,50.0,3571,-64.00523371,0.0001,5.9172441768646244,374800,26.17392656326294
379500,106,7590,50.0,3576,-65.64737464999999,0.0001,5.875906436443329,375400,26.226412849426268
380000,106,7600,50.0,3580,-68.72612774,0.0001,5.867836768627167,375800,26.24957670211792
380500,106,7610,50.0,3585,-66.78438113,0.0001,5.886255249977112,376400,26.17891284942627
381000,106,7620,50.0,3589,-67.56296429999999,0.0001,5.946503775119782,376800,26.315020694732667
381500,106,7630,50.0,3595,-68.53165904999999,0.0001,5.918128008842468,377400,26.158380031585693
382000,106,7640,50.0,3599,-68.72097645,0.0001,5.916406834125519,377800,26.334361381530762
382500,106,7650,50.0,3604,-70.31844919,0.0001,5.9464893364906315,378400,26.268771800994873
383000,106,7660,50.0,3608,-71.16576339,0.0001,5.9651040267944335,378800,26.323954277038574
383500,106,7670,50.0,3613,-71.40662653,0.0001,6.009474592208862,379400,26.290094928741453
384000,106,7680,50.0,3617,-71.02906054000002,0.0001,6.078761699199677,379800,26.289983463287353
384500,106,7690,50.0,3623,-71.40910633,0.0001,6.090120723247528,380400,26.158149585723876
385000,106,7700,50.0,3627,-68.95471469,0.0001,6.100410881042481,380800,26.265630073547364
385500,106,7710,50.0,3632,-69.70533660999999,0.0001,6.05788081407547,381400,26.349970569610594
386000,106,7720,50.0,3636,-74.35598271999999,0.0001,6.112630050182343,381800,26.36321397781372
386500,106,7730,50.0,3642,-74.22870909,0.0001,6.130386390686035,382400,26.25408046722412
387000,106,7740,50.0,3646,-75.59470984,0.0001,6.2145974063873295,382800,26.319904823303222
387500,106,7750,50.0,3651,-74.67717627,0.0001,6.186957876682282,383400,26.24733394622803
388000,106,7760,50.0,3655,-75.75656244999999,0.0001,6.25104424238205,383800,26.25300540924072
388500,106,7770,50.0,3660,-77.62791472999999,0.0001,6.271588444709778,384400,26.284879817962647
389000,106,7780,50.0,3664,-78.24484982999998,0.0001,6.203039636611939,384800,26.204609699249268
389500,106,7790,50.0,3670,-78.36284634000002,0.0001,6.254851434230805,385400,26.23735906600952
390000,106,7800,50.0,3673,-78.17477773,0.0001,6.373638880252838,385800,26.25038522720337
390500,106,7810,50.0,3679,-80.68277881,0.0001,6.24701064825058,386400,26.21849540710449
391000,106,7820,50.0,3684,-76.8036896,0.0001,6.333531022071838,386800,26.295635795593263
391500,106,7830,50.0,3689,-77.22364367,0.0001,6.326393949985504,387400,26.195309391021727
392000,106,7840,50.0,3693,-75.01623864000001,0.0001,6.382368867397308,387800,26.277968101501465
392500,106,7850,50.0,3700,-76.52494439,0.0001,6.41579929113388,388400,26.23463321685791
393000,106,7860,50.0,3704,-75.46769110999999,0.0001,6.40038384437561,388800,26.293162727355956
393500,106,7870,50.0,3709,-72.69926011999999,0.0001,6.346201193332672,389400,26.16644420623779
394000,106,7880,50.0,3713,-72.99356758,0.0001,6.379979178905487,389800,26.143143520355224
394500,106,7890,50.0,3719,-72.6783682,0.0001,6.439580183029175,390400,26.262331924438477
395000,106,7900,50.0,3723,-71.32485919000001,0.0001,6.416057198047638,390800,26.22027376174927
395500,106,7910,50.0,3728,-68.81824076000001,0.0001,6.505748059749603,391400,26.306685695648195
396000,106,7920,50.0,3732,-67.84947851000001,0.0001,6.605109078884125,391800,26.250735034942625
