time/fps,time/episodes,time/time_elapsed,time/total timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss
116,4990,2142,249500,-77.94602518,50.0,1.1007715952396393,0.0001,245400,24.637434902191163
116,5000,2146,250000,-76.46490054,50.0,1.2703719726204872,0.0001,245800,24.58613447189331
116,5010,2151,250500,-76.40409894999999,50.0,1.0880069866776467,0.0001,246400,24.709200973510743
116,5020,2155,251000,-77.67856395,50.0,1.097587768137455,0.0001,246800,24.680630435943602
116,5030,2160,251500,-77.93238294999999,50.0,1.110919173657894,0.0001,247400,24.588887252807616
116,5040,2163,252000,-76.4309742,50.0,1.1422483587265015,0.0001,247800,24.55309061050415
116,5050,2168,252500,-73.54246842,50.0,1.1704693096876144,0.0001,248400,24.61403257369995
116,5060,2171,253000,-72.88810167000001,50.0,1.1328015288710593,0.0001,248800,24.565948791503907
116,5070,2176,253500,-72.10296876999999,50.0,1.1452336418628692,0.0001,249400,24.67585470199585
116,5080,2180,254000,-74.45605158000001,50.0,1.1742725840210915,0.0001,249800,24.685932140350342
116,5090,2185,254500,-74.20278123,50.0,1.1954926946759223,0.0001,250400,24.603402557373048
116,5100,2189,255000,-72.21124848000001,50.0,1.2849521005153657,0.0001,250800,24.66077196121216
116,5110,2195,255500,-72.99751284,50.0,1.1883065110445024,0.0001,251400,24.733858585357666
116,5120,2199,256000,-70.43176641,50.0,1.1922273707389832,0.0001,251800,24.720126304626465
116,5130,2203,256500,-68.70970317,50.0,1.201584093272686,0.0001,252400,24.68208475112915
116,5140,2207,257000,-70.36677965,50.0,1.2229422116279602,0.0001,252800,24.657337894439696
116,5150,2212,257500,-67.50845435000001,50.0,1.2225606042146682,0.0001,253400,24.6617688369751
116,5160,2216,258000,-67.62721148,50.0,1.2517754438519477,0.0001,253800,24.709462776184083
116,5170,2221,258500,-67.52194610000001,50.0,1.3918668872117996,0.0001,254400,24.663627967834472
116,5180,2225,259000,-67.20581634999999,50.0,1.230590559244156,0.0001,254800,24.763499126434326
116,5190,2230,259500,-67.19994401999999,50.0,1.240864788889885,0.0001,255400,24.654561614990236
116,5200,2234,260000,-67.62149766,50.0,1.255316685438156,0.0001,255800,24.751643314361573
116,5210,2239,260500,-66.67502653000001,50.0,1.5038472825288773,0.0001,256400,24.63652114868164
116,5220,2242,261000,-68.93406647,50.0,1.2883485811948776,0.0001,256800,24.846184062957764
116,5230,2247,261500,-73.06938776,50.0,1.289071233868599,0.0001,257400,24.704640369415284
116,5240,2251,262000,-73.91570497,50.0,1.3012183821201324,0.0001,257800,24.891059398651123
116,5250,2256,262500,-73.81626361,50.0,1.320553936958313,0.0001,258400,24.845845737457275
116,5260,2259,263000,-76.87847932,50.0,1.3278742611408234,0.0001,258800,24.788331604003908
116,5270,2265,263500,-78.64627807,50.0,1.338462662100792,0.0001,259400,24.748239517211914
116,5280,2268,264000,-78.67576532000001,50.0,1.374218648672104,0.0001,259800,24.68688621520996
116,5290,2273,264500,-79.77678250999999,50.0,1.34905899643898,0.0001,260400,24.84655828475952
116,5300,2277,265000,-81.0083605,50.0,1.343251142501831,0.0001,260800,24.743304347991945
116,5310,2282,265500,-80.69703851999999,50.0,1.3764319968223573,0.0001,261400,24.756524925231933
116,5320,2286,266000,-80.14517543999999,50.0,1.4285688251256943,0.0001,261800,24.82726245880127
116,5330,2292,266500,-76.06222563,50.0,1.3972819924354554,0.0001,262400,24.800987968444826
116,5340,2295,267000,-73.36226479,50.0,1.4683972680568695,0.0001,262800,24.767823886871337
116,5350,2300,267500,-72.85329403,50.0,1.4205809760093688,0.0001,263400,24.754635906219484
116,5360,2304,268000,-75.52711894,50.0,1.404165182709694,0.0001,263800,24.788946552276613
116,5370,2309,268500,-75.23691151999998,50.0,1.4391689997911454,0.0001,264400,24.755581073760986
116,5380,2312,269000,-73.88596258000001,50.0,1.4337101763486861,0.0001,264800,24.818612117767334
116,5390,2317,269500,-75.3351977,50.0,1.4608207613229751,0.0001,265400,24.901572132110594
116,5400,2321,270000,-73.98165205000001,50.0,1.4856967967748642,0.0001,265800,24.845414409637453
116,5410,2326,270500,-81.98889445,50.0,1.4764263200759888,0.0001,266400,24.885259246826173
116,5420,2329,271000,-81.67959857,50.0,1.5034325033426286,0.0001,266800,24.879930114746095
116,5430,2334,271500,-80.91993983,50.0,1.5386866784095765,0.0001,267400,24.889769039154054
116,5440,2339,272000,-79.76867818000001,50.0,1.507684302330017,0.0001,267800,24.933760986328124
116,5450,2344,272500,-79.78711063000002,50.0,1.5026760709285736,0.0001,268400,24.926013202667235
116,5460,2347,273000,-76.77702724999999,50.0,1.5960269159078597,0.0001,268800,24.863856983184814
116,5470,2353,273500,-75.78158646000001,50.0,1.5389863657951355,0.0001,269400,24.913930530548097
116,5480,2356,274000,-77.02310648,50.0,1.6150853049755096,0.0001,269800,24.81886989593506
116,5490,2362,274500,-74.62800284,50.0,1.544557858109474,0.0001,270400,24.958956680297852
116,5500,2366,275000,-77.19079045999999,50.0,1.5587456130981445,0.0001,270800,24.951654682159425
116,5510,2371,275500,-68.63155458,50.0,1.597086220383644,0.0001,271400,24.91905870437622
116,5520,2374,276000,-70.40188343999999,50.0,1.58243661403656,0.0001,271800,25.031704082489014
116,5530,2379,276500,-72.50039594,50.0,1.602576233148575,0.0001,272400,24.94406259536743
116,5540,2383,277000,-73.98830344,50.0,1.6056808388233186,0.0001,272800,25.00280382156372
116,5550,2388,277500,-75.73899833999998,50.0,1.6282980597019197,0.0001,273400,24.93796127319336
116,5560,2392,278000,-72.3758475,50.0,1.6468294942378998,0.0001,273800,25.012582931518555
116,5570,2397,278500,-71.1636293,50.0,1.6322332578897476,0.0001,274400,24.88609098434448
116,5580,2401,279000,-72.77001226,50.0,1.6646947234869003,0.0001,274800,24.978738441467286
116,5590,2407,279500,-71.27392147,50.0,1.659350643157959,0.0001,275400,24.80149606704712
116,5600,2410,280000,-69.26341979,50.0,1.6581690686941146,0.0001,275800,24.971083602905274
116,5610,2415,280500,-69.84405376000001,50.0,1.6840989488363265,0.0001,276400,24.969953746795653
116,5620,2419,281000,-68.23838251000001,50.0,1.6955753815174104,0.0001,276800,24.999419593811034
116,5630,2424,281500,-67.90209673999999,50.0,1.6985125100612641,0.0001,277400,24.946211795806885
116,5640,2427,282000,-68.70033126,50.0,1.7096529549360275,0.0001,277800,25.004577465057373
116,5650,2432,282500,-66.50234171,50.0,1.7558213609457016,0.0001,278400,24.98205669403076
116,5660,2435,283000,-67.80116049,50.0,1.7440579634904863,0.0001,278800,25.02477472305298
116,5670,2440,283500,-70.66456617,50.0,1.7477692133188247,0.0001,279400,25.022322635650635
116,5680,2444,284000,-68.16034819999999,50.0,1.7619416391849518,0.0001,279800,24.959733963012695
116,5690,2449,284500,-70.28215326,50.0,1.7695211571455003,0.0001,280400,24.96653371810913
116,5700,2452,285000,-71.66153857,50.0,1.7858575415611266,0.0001,280800,24.941034355163573
116,5710,2458,285500,-72.49034984,50.0,1.7950169044733046,0.0001,281400,24.96195007324219
116,5720,2461,286000,-72.49328053,50.0,1.9007890194654464,0.0001,281800,25.0644228553772
116,5730,2466,286500,-71.4305037,50.0,1.801144734621048,0.0001,282400,25.136665515899658
116,5740,2469,287000,-72.10086582,50.0,1.8364458775520325,0.0001,282800,25.085575885772705
116,5750,2474,287500,-76.64224621,50.0,1.8327952742576599,0.0001,283400,25.05210952758789
116,5760,2478,288000,-76.01195385,50.0,1.8363677662611009,0.0001,283800,25.044100246429444
116,5770,2483,288500,-77.87352755,50.0,1.866452152132988,0.0001,284400,24.937781047821044
116,5780,2487,289000,-78.67431959000001,50.0,1.8937205749750137,0.0001,284800,25.011763076782227
116,5790,2492,289500,-78.34789732000002,50.0,1.8963209623098374,0.0001,285400,25.10911108016968
116,5800,2495,290000,-77.28368711000002,50.0,1.942588315010071,0.0001,285800,25.114643115997314
116,5810,2500,290500,-77.14260836,50.0,1.9199663257598878,0.0001,286400,25.096233711242675
116,5820,2503,291000,-76.37735205000001,50.0,1.9286401784420013,0.0001,286800,25.027369632720948
116,5830,2508,291500,-78.6112351,50.0,1.9791435348987578,0.0001,287400,25.105723094940185
116,5840,2512,292000,-78.15230536,50.0,1.9484616631269456,0.0001,287800,25.007451572418212
116,5850,2517,292500,-76.00838775999999,50.0,1.9944133073091508,0.0001,288400,25.149032993316652
116,5860,2520,293000,-76.25371256,50.0,1.961778194308281,0.0001,288800,25.05517910003662
116,5870,2525,293500,-75.68921711,50.0,1.9986664164066315,0.0001,289400,25.093698596954347
116,5880,2529,294000,-74.93629073,50.0,2.0097987204790115,0.0001,289800,25.13126188278198
116,5890,2533,294500,-75.18576744,50.0,2.0296644061803817,0.0001,290400,25.08249435424805
116,5900,2537,295000,-75.00609800000001,50.0,2.0185804915428163,0.0001,290800,25.080025806427003
116,5910,2542,295500,-75.76777962000001,50.0,2.056196480989456,0.0001,291400,25.113421688079836
116,5920,2546,296000,-76.60600259,50.0,2.0388661283254623,0.0001,291800,25.1384859085083
116,5930,2551,296500,-76.46636777,50.0,2.1132152116298677,0.0001,292400,25.137685070037843
116,5940,2555,297000,-75.98900468000001,50.0,2.069161914587021,0.0001,292800,25.00521848678589
116,5950,2560,297500,-79.09194097000001,50.0,2.106984367966652,0.0001,293400,25.09975643157959
116,5960,2563,298000,-79.36516646999999,50.0,2.1228703546524046,0.0001,293800,25.140858726501463
116,5970,2569,298500,-75.14308389000001,50.0,2.1356318110227583,0.0001,294400,25.093944129943846
116,5980,2573,299000,-75.29167155999998,50.0,2.173745242357254,0.0001,294800,25.117752227783203
116,5990,2578,299500,-75.90664661999999,50.0,2.1239504969120024,0.0001,295400,25.10147933959961
116,6000,2582,300000,-74.57477826,50.0,2.155904098153114,0.0001,295800,25.136901988983155
116,6010,2587,300500,-73.69531186,50.0,2.1779314243793486,0.0001,296400,25.201724338531495
116,6020,2590,301000,-74.56860743,50.0,2.180190010666847,0.0001,296800,25.129525508880615
116,6030,2595,301500,-79.30957401999999,50.0,2.191711347103119,0.0001,297400,25.259864921569825
116,6040,2599,302000,-80.20843573,50.0,2.235672357678413,0.0001,297800,25.183856201171874
116,6050,2604,302500,-77.77444231999999,50.0,2.245135222673416,0.0001,298400,25.257175426483155
116,6060,2608,303000,-77.67497578,50.0,2.2482172334194184,0.0001,298800,25.211974449157715
116,6070,2613,303500,-82.68150613,50.0,2.2777074605226515,0.0001,299400,25.245121994018554
116,6080,2617,304000,-83.70393832999999,50.0,2.2738221424818037,0.0001,299800,25.26882246017456
116,6090,2622,304500,-80.58249514,50.0,2.298902490735054,0.0001,300400,25.20101945877075
116,6100,2626,305000,-82.47214318,50.0,2.304096839427948,0.0001,300800,25.265724754333498
116,6110,2630,305500,-84.12058239,50.0,2.3601691192388534,0.0001,301400,25.175199527740478
116,6120,2634,306000,-82.11138152999997,50.0,2.377264355421066,0.0001,301800,25.38705375671387
116,6130,2639,306500,-76.40749527,50.0,2.3651601964235307,0.0001,302400,25.256335525512696
116,6140,2642,307000,-73.49564717999999,50.0,2.3943015253543853,0.0001,302800,25.1291237449646
116,6150,2647,307500,-75.20004975999998,50.0,2.4369084173440934,0.0001,303400,25.21521059036255
116,6160,2651,308000,-78.68388067999999,50.0,2.4026300036907196,0.0001,303800,25.221356792449953
116,6170,2656,308500,-79.25771869999998,50.0,2.409978529214859,0.0001,304400,25.366246376037598
116,6180,2659,309000,-81.24694115,50.0,2.420367152094841,0.0001,304800,25.16277994155884
116,6190,2664,309500,-82.10580016,50.0,2.4350248193740844,0.0001,305400,25.36470588684082
116,6200,2668,310000,-80.54319234000002,50.0,2.4662979793548585,0.0001,305800,25.320274353027344
116,6210,2673,310500,-80.30414873,50.0,2.484907876253128,0.0001,306400,25.24290168762207
116,6220,2677,311000,-81.51991352,50.0,2.514065456390381,0.0001,306800,25.200797500610353
116,6230,2683,311500,-80.42557091999998,50.0,2.5191213476657865,0.0001,307400,25.33042781829834
116,6240,2687,312000,-82.21452238,50.0,2.5227481919527053,0.0001,307800,25.265346183776856
116,6250,2693,312500,-78.52567942,50.0,2.546290525197983,0.0001,308400,25.255981578826905
116,6260,2696,313000,-77.19282747000001,50.0,2.5827881789207456,0.0001,308800,25.342766151428222
116,6270,2701,313500,-72.66048014,50.0,2.5692433166503905,0.0001,309400,25.338749923706054
116,6280,2705,314000,-71.97930799,50.0,2.609920834302902,0.0001,309800,25.30175245285034
116,6290,2710,314500,-73.02032965000001,50.0,2.570123026371002,0.0001,310400,25.285665798187257
116,6300,2714,315000,-74.75757291000001,50.0,2.645920156240463,0.0001,310800,25.32806568145752
116,6310,2719,315500,-72.79450479999998,50.0,2.6461227691173552,0.0001,311400,25.288521308898925
116,6320,2723,316000,-73.24361084,50.0,2.6453368175029754,0.0001,311800,25.352689304351806
115,6330,2728,316500,-74.38186361999999,50.0,2.6879772293567656,0.0001,312400,25.237916049957274
116,6340,2732,317000,-72.73595559,50.0,2.7105297207832337,0.0001,312800,25.32891674041748
115,6350,2737,317500,-74.94424611,50.0,2.716100836992264,0.0001,313400,25.35188772201538
116,6360,2741,318000,-72.86421453999999,50.0,2.7124251353740694,0.0001,313800,25.32908739089966
115,6370,2746,318500,-73.33890521,50.0,2.769125201702118,0.0001,314400,25.344989070892336
115,6380,2750,319000,-69.33352262,50.0,2.745484756231308,0.0001,314800,25.406255340576173
115,6390,2755,319500,-70.67476642,50.0,2.79526087641716,0.0001,315400,25.347789726257325
115,6400,2759,320000,-68.62122470999999,50.0,2.770940999984741,0.0001,315800,25.38014669418335
115,6410,2763,320500,-70.6665551,50.0,2.806163890361786,0.0001,316400,25.32653202056885
115,6420,2767,321000,-70.05047990000001,50.0,2.8265376698970797,0.0001,316800,25.311627521514893
115,6430,2772,321500,-67.4307546,50.0,2.8856866979599,0.0001,317400,25.334173736572264
116,6440,2775,322000,-69.98903365999999,50.0,2.8554444527626037,0.0001,317800,25.3361989402771
115,6450,2781,322500,-70.20547876,50.0,2.894347299337387,0.0001,318400,25.41797071456909
115,6460,2785,323000,-73.92616215,50.0,2.851205986738205,0.0001,318800,25.304918689727785
115,6470,2790,323500,-73.70997833999999,50.0,2.899797806739807,0.0001,319400,25.2482320022583
115,6480,2794,324000,-75.6676164,50.0,2.891543039083481,0.0001,319800,25.394538040161134
115,6490,2799,324500,-76.52277742,50.0,2.9590575873851774,0.0001,320400,25.45125659942627
115,6500,2802,325000,-78.23946975000001,50.0,2.936564757823944,0.0001,320800,25.333156414031983
115,6510,2807,325500,-78.18386985000001,50.0,2.9498092138767245,0.0001,321400,25.422269077301024
115,6520,2811,326000,-79.61921729,50.0,2.9835645186901094,0.0001,321800,25.489116268157957
115,6530,2816,326500,-79.50961401,50.0,3.032616391181946,0.0001,322400,25.42966886520386
115,6540,2819,327000,-82.51274579999999,50.0,3.0431049466133118,0.0001,322800,25.354631271362305
115,6550,2825,327500,-80.70203218,50.0,3.0594749641418457,0.0001,323400,25.371481647491454
115,6560,2829,328000,-76.65780443,50.0,3.057880245447159,0.0001,323800,25.451700553894042
115,6570,2834,328500,-83.43032397,50.0,3.1018559193611144,0.0001,324400,25.446025638580323
115,6580,2838,329000,-83.12324378,50.0,3.1132019865512848,0.0001,324800,25.600529022216797
115,6590,2843,329500,-80.56073418,50.0,3.1084985375404357,0.0001,325400,25.46923625946045
115,6600,2846,330000,-87.05274881,50.0,3.1400279104709625,0.0001,325800,25.50403646469116
115,6610,2851,330500,-87.69592298000002,50.0,3.174715316295624,0.0001,326400,25.50595642089844
115,6620,2855,331000,-89.19709578999999,50.0,3.1784211623668672,0.0001,326800,25.464755401611328
115,6630,2860,331500,-94.02255003999998,50.0,3.205050379037857,0.0001,327400,25.58774036407471
115,6640,2864,332000,-90.62324269999998,50.0,3.200912022590637,0.0001,327800,25.565204524993895
115,6650,2869,332500,-90.41149822999999,50.0,3.2501896488666535,0.0001,328400,25.515695400238037
115,6660,2872,333000,-91.87448479000001,50.0,3.2223656821250914,0.0001,328800,25.461377258300782
115,6670,2877,333500,-87.62815472000004,50.0,3.2716082739830017,0.0001,329400,25.464232673645018
115,6680,2881,334000,-87.21089473999999,50.0,3.3304856514930723,0.0001,329800,25.51474000930786
115,6690,2886,334500,-87.59025141000001,50.0,3.320610179901123,0.0001,330400,25.538552703857423
115,6700,2891,335000,-82.43971523,50.0,3.3393623435497286,0.0001,330800,25.571816177368163
115,6710,2896,335500,-80.49313196000001,50.0,3.3650762736797333,0.0001,331400,25.490479507446288
115,6720,2900,336000,-79.0303719,50.0,3.3132058906555177,0.0001,331800,25.547823066711427
115,6730,2905,336500,-78.71507506,50.0,3.393981751203537,0.0001,332400,25.510132751464845
115,6740,2908,337000,-79.04956121000001,50.0,3.533084535598755,0.0001,332800,25.559021224975584
115,6750,2913,337500,-77.93534822000001,50.0,3.383610543012619,0.0001,333400,25.45062452316284
115,6760,2916,338000,-77.87468565,50.0,3.4314049887657165,0.0001,333800,25.54749423980713
115,6770,2922,338500,-75.58754618,50.0,3.4156407809257505,0.0001,334400,25.566031856536867
115,6780,2926,339000,-79.77765957,50.0,3.4360396552085875,0.0001,334800,25.612399444580078
115,6790,2931,339500,-80.22745443,50.0,3.478751026391983,0.0001,335400,25.554074611663818
115,6800,2934,340000,-83.15359596,50.0,3.477600359916687,0.0001,335800,25.572960472106935
115,6810,2939,340500,-83.17579719999999,50.0,3.506286919116974,0.0001,336400,25.62994909286499
115,6820,2943,341000,-80.21703311999998,50.0,3.5032695972919465,0.0001,336800,25.52243118286133
115,6830,2948,341500,-80.46651763,50.0,3.5538519179821013,0.0001,337400,25.692703113555908
115,6840,2951,342000,-79.54854573,50.0,3.566343002319336,0.0001,337800,25.479224643707276
115,6850,2956,342500,-81.78089568000001,50.0,3.567237184047699,0.0001,338400,25.57891004562378
115,6860,2961,343000,-82.08386052,50.0,3.5846447336673735,0.0001,338800,25.597117519378664
115,6870,2967,343500,-85.99339331000002,50.0,3.5781955301761625,0.0001,339400,25.63920539855957
115,6880,2971,344000,-82.56497862999998,50.0,3.7305813586711882,0.0001,339800,25.691398048400877
115,6890,2978,344500,-82.9273396,50.0,3.673516809940338,0.0001,340400,25.658275470733642
115,6900,2981,345000,-80.34857364999999,50.0,3.6979938209056855,0.0001,340800,25.624089736938476
115,6910,2987,345500,-80.37836771,50.0,3.682473977804184,0.0001,341400,25.757577056884767
115,6920,2990,346000,-83.67267288000002,50.0,3.676819142103195,0.0001,341800,25.69472354888916
115,6930,2995,346500,-80.1899862,50.0,3.8044478595256805,0.0001,342400,25.599603328704834
115,6940,2999,347000,-78.84830406,50.0,3.7150402808189393,0.0001,342800,25.688955860137938
115,6950,3003,347500,-75.90505397,50.0,3.744535303115845,0.0001,343400,25.558729915618898
115,6960,3007,348000,-74.64520001999999,50.0,3.752562698125839,0.0001,343800,25.687193050384522
115,6970,3012,348500,-69.78674266,50.0,3.781251406669617,0.0001,344400,25.67768533706665
115,6980,3015,349000,-68.9651662,50.0,3.830002831220627,0.0001,344800,25.683382320404053
115,6990,3021,349500,-73.42594165999999,50.0,3.860488338470459,0.0001,345400,25.661931056976318
115,7000,3025,350000,-73.951435,50.0,3.867956429719925,0.0001,345800,25.664773483276367
115,7010,3029,350500,-76.30210618000001,50.0,3.9166630899906156,0.0001,346400,25.593107948303224
115,7020,3035,351000,-77.73021399,50.0,3.90078879237175,0.0001,346800,25.73072229385376
115,7030,3041,351500,-78.35611704,50.0,3.8967036628723144,0.0001,347400,25.724715614318846
115,7040,3045,352000,-78.4223603,50.0,3.9260757982730867,0.0001,347800,25.714842262268068
115,7050,3050,352500,-80.39490453,50.0,3.9806745862960815,0.0001,348400,25.69731689453125
115,7060,3053,353000,-79.17522346,50.0,3.9585576355457306,0.0001,348800,25.689995613098144
115,7070,3059,353500,-79.65497039,50.0,4.0444788801670075,0.0001,349400,25.69710424423218
115,7080,3062,354000,-80.4880901,50.0,4.004231082201004,0.0001,349800,25.676504306793213
115,7090,3067,354500,-75.21358812,50.0,3.975614047050476,0.0001,350400,25.663943252563477
115,7100,3070,355000,-73.38889952000001,50.0,4.097415359020233,0.0001,350800,25.732992515563964
115,7110,3076,355500,-72.4273556,50.0,4.106550724506378,0.0001,351400,25.691862525939943
115,7120,3079,356000,-70.92193439,50.0,4.088848747015,0.0001,351800,25.57658016204834
115,7130,3085,356500,-72.24690597,50.0,4.1114617896080015,0.0001,352400,25.721053848266603
115,7140,3088,357000,-73.26070470999998,50.0,4.125362615585328,0.0001,352800,25.759174747467043
115,7150,3093,357500,-71.67120022,50.0,4.104677530527115,0.0001,353400,25.664080867767336
115,7160,3097,358000,-75.36934243,50.0,4.146057485342026,0.0001,353800,25.69700761795044
115,7170,3103,358500,-74.20985160000001,50.0,4.204407886266709,0.0001,354400,25.798972969055175
115,7180,3107,359000,-83.43209223999999,50.0,4.169738785028458,0.0001,354800,25.737774295806886
115,7190,3112,359500,-82.32459050000001,50.0,4.223789998292923,0.0001,355400,25.714958000183106
115,7200,3115,360000,-82.13109406999997,50.0,4.292786747217178,0.0001,355800,25.798689556121825
115,7210,3120,360500,-83.93673747000001,50.0,4.265836759805679,0.0001,356400,25.768360595703125
115,7220,3125,361000,-82.13850934,50.0,4.279381642341614,0.0001,356800,25.789353466033937
115,7230,3129,361500,-83.05150014,50.0,4.265193536281585,0.0001,357400,25.664565982818605
115,7240,3133,362000,-83.9598128,50.0,4.29397974729538,0.0001,357800,25.798247203826904
115,7250,3138,362500,-85.75247610999999,50.0,4.338016979694366,0.0001,358400,25.77601625442505
115,7260,3141,363000,-82.69400651,50.0,4.321083807945252,0.0001,358800,25.69899948120117
115,7270,3147,363500,-84.70902217000001,50.0,4.367435702085495,0.0001,359400,25.828805599212647
115,7280,3150,364000,-76.20110507000001,50.0,4.37890408873558,0.0001,359800,25.81130340576172
115,7290,3155,364500,-77.17256551999999,50.0,4.423549422025681,0.0001,360400,25.805174160003663
115,7300,3159,365000,-83.07216916999998,50.0,4.4505238950252535,0.0001,360800,25.74255516052246
115,7310,3164,365500,-80.32841200000001,50.0,4.475325280427933,0.0001,361400,25.79303871154785
115,7320,3168,366000,-83.12416409000001,50.0,4.5009080910682675,0.0001,361800,25.796559505462646
115,7330,3173,366500,-80.92824761,50.0,4.60317714214325,0.0001,362400,25.694263534545897
115,7340,3177,367000,-81.47463794,50.0,4.50753849029541,0.0001,362800,25.758582992553713
115,7350,3183,367500,-85.13753850999997,50.0,4.555249243974686,0.0001,363400,25.816630001068116
115,7360,3187,368000,-84.63287898,50.0,4.5628684508800506,0.0001,363800,25.805671787261964
115,7370,3192,368500,-83.95462053,50.0,4.584306777715683,0.0001,364400,25.779164752960206
115,7380,3195,369000,-81.81564673,50.0,4.657347692251205,0.0001,364800,25.85199495315552
115,7390,3200,369500,-85.31484519,50.0,4.644455428123474,0.0001,365400,25.900126361846922
115,7400,3204,370000,-80.40478198000001,50.0,4.678600578308106,0.0001,365800,25.910537204742432
115,7410,3211,370500,-84.97659023,50.0,4.696913751363755,0.0001,366400,25.82260799407959
115,7420,3214,371000,-85.92283566000002,50.0,4.743078305721283,0.0001,366800,25.90339168548584
115,7430,3220,371500,-85.89687928000001,50.0,4.746511466503144,0.0001,367400,25.80759424209595
115,7440,3224,372000,-84.70818027000001,50.0,4.727245599031448,0.0001,367800,25.939821090698242
115,7450,3229,372500,-78.97772576,50.0,4.744930280447006,0.0001,368400,25.85358850479126
115,7460,3233,373000,-78.98848552,50.0,4.906288433074951,0.0001,368800,25.714154300689696
115,7470,3238,373500,-78.30289005,50.0,4.784930391311645,0.0001,369400,25.839938869476317
115,7480,3242,374000,-82.67276827999999,50.0,4.8539610409736635,0.0001,369800,25.7978249168396
115,7490,3247,374500,-81.97559132,50.0,4.884125306606292,0.0001,370400,25.967075843811035
115,7500,3250,375000,-82.99093914999999,50.0,4.866053490638733,0.0001,370800,25.752900772094726
115,7510,3256,375500,-81.16693461000001,50.0,4.906126353740692,0.0001,371400,25.93746015548706
115,7520,3260,376000,-78.58189266,50.0,5.0171364974975585,0.0001,371800,25.938079414367675
115,7530,3265,376500,-77.14248604999997,50.0,4.960848379135132,0.0001,372400,25.854208240509035
115,7540,3269,377000,-78.10053935,50.0,5.026526213884353,0.0001,372800,25.91637315750122
115,7550,3274,377500,-80.41037750000001,50.0,5.0740776538848875,0.0001,373400,25.843985786437987
115,7560,3278,378000,-85.93385798999999,50.0,5.06902473449707,0.0001,373800,26.05600908279419
115,7570,3283,378500,-87.063249,50.0,5.1159156847000125,0.0001,374400,25.840878276824952
115,7580,3287,379000,-88.28639915,50.0,5.08170125246048,0.0001,374800,25.982835445404053
115,7590,3292,379500,-84.65471904,50.0,5.067219243049622,0.0001,375400,25.938396606445313
115,7600,3296,380000,-83.16437147,50.0,5.114735116958618,0.0001,375800,26.02761932373047
115,7610,3301,380500,-81.72285099,50.0,5.226536111831665,0.0001,376400,25.813940315246583
115,7620,3305,381000,-80.74039904,50.0,5.188031313419342,0.0001,376800,26.03920907974243
115,7630,3310,381500,-82.54092227,50.0,5.243254301548004,0.0001,377400,25.92914249420166
115,7640,3314,382000,-82.65202807000001,50.0,5.25473904132843,0.0001,377800,25.915330009460448
115,7650,3320,382500,-84.52350766,50.0,5.26988222360611,0.0001,378400,25.98753089904785
115,7660,3323,383000,-78.76538593000001,50.0,5.266532196998596,0.0001,378800,25.94916763305664
115,7670,3328,383500,-77.36595829,50.0,5.310642876625061,0.0001,379400,25.94447750091553
115,7680,3332,384000,-80.67020210999999,50.0,5.419045670032501,0.0001,379800,25.97775634765625
115,7690,3337,384500,-82.28229609,50.0,5.34958212852478,0.0001,380400,26.01992681503296
115,7700,3340,385000,-83.52689538999999,50.0,5.367956488132477,0.0001,380800,25.98314563751221
115,7710,3345,385500,-81.82426105999998,50.0,5.354240922927857,0.0001,381400,26.018428058624266
115,7720,3349,386000,-84.1503762,50.0,5.4240766263008116,0.0001,381800,26.037624187469483
115,7730,3354,386500,-81.67073091,50.0,5.452343616485596,0.0001,382400,25.870926170349122
115,7740,3358,387000,-80.71775603,50.0,5.493058500289917,0.0001,382800,25.93562530517578
115,7750,3363,387500,-76.81301683,50.0,5.553251392841339,0.0001,383400,25.904099578857423
115,7760,3366,388000,-78.44055902,50.0,5.485484035015106,0.0001,383800,25.863006401062012
115,7770,3372,388500,-79.71448905,50.0,5.580650985240936,0.0001,384400,26.002422866821288
115,7780,3375,389000,-74.50985653000001,50.0,5.471570565700531,0.0001,384800,25.93589771270752
115,7790,3380,389500,-75.77075889999998,50.0,5.5385216617584225,0.0001,385400,25.998559017181396
115,7800,3383,390000,-75.15109984,50.0,5.589015843868256,0.0001,385800,25.95705196380615
115,7810,3389,390500,-78.21275754999999,50.0,5.628934674263,0.0001,386400,26.149152812957762
115,7820,3393,391000,-79.24923689,50.0,5.57683717250824,0.0001,386800,25.963021068573
115,7830,3399,391500,-83.20918675999998,50.0,5.659078085422516,0.0001,387400,26.030169563293455
115,7840,3402,392000,-82.01022410000002,50.0,5.734612579345703,0.0001,387800,26.076479148864745
115,7850,3408,392500,-85.45104590999999,50.0,5.665625786781311,0.0001,388400,26.117293510437012
115,7860,3411,393000,-84.68846943999999,50.0,5.692771286964416,0.0001,388800,25.928384056091307
115,7870,3416,393500,-85.56783616000004,50.0,5.770059752464294,0.0001,389400,26.07217300415039
115,7880,3420,394000,-83.39954421,50.0,5.725102486610413,0.0001,389800,26.013545837402344
115,7890,3425,394500,-81.4286815,50.0,5.866391263008118,0.0001,390400,26.02290433883667
115,7900,3428,395000,-78.95594608000002,50.0,5.772073404788971,0.0001,390800,25.989230003356933
115,7910,3434,395500,-75.91260184000001,50.0,5.801015379428864,0.0001,391400,25.992432918548584
115,7920,3438,396000,-72.08386112000002,50.0,5.895969142913819,0.0001,391800,25.99331045150757
